ObjectID,Batch Reference,Supplier Code,Supplier Compound Number,Library ID,CAS Number,SMILES,Full Molecular Mass,Parent Molecular Mass,Plate ID,Well,Object Name,Drug Name,Analysis
YU227117,1,Microsource,1500637,Pharmakon 1600,129-16-8,[Hg](O)C3(=C2(OC=1(C(C=C([Br])C(C=1)=O)=C(C2=CC(=C3[O-])[Br])C4(=C(C(=O)[O-])C=CC=C4)))).[Na+].[Na+],750.65146,750.65146,M00969A,N008,MERBROMIN,,"antibacterial, synthetic"
YU227068,1,Microsource,1504286,Pharmakon 1600,144060-53-7,S1(C(=NC(=C1C(=O)O)C)C2(=CC(C#N)=C(OCC(C)C)C=C2)),316.37592,316.37592,M00969A,N009,FEBUXOSTAT,febuxostat,DB04854
YU227118,1,Microsource,1502260,Pharmakon 1600,71751-41-2,O=C5(OC2(CC1(OC(C(C)C=C1)C(CC)C)(OC(C2)CC=C(C(OC4(OC(C(OC3(OC(C(O)C(C3)OC)C))C(C4)OC)C))C(C=CC=C7(C6(C5C=C(C(O)C6OC7)C)(O)))C)C))),873.07688,873.07688,M00969A,N010,ABAMECTIN (avermectin B1a shown),AGRI-MEK,"antiparisitic, Streptomyces avermitilis; MK-956"
YU227069,1,Microsource,1505714,Pharmakon 1600,133099-07-7,[BrH].O=C(N)C(C1(=CC=CC=C1))(C2(=CC=CC=C2))C5(CN(CCC4(=CC3(=C(OCC3)C=C4)))CC5),507.46202,507.46202,M00969A,N011,DARIFENACIN HYDROBROMIDE,ENABLEX,"M3 muscarinic antagonist, bladder suppressant, synthetic; UK-88525-04"
YU227119,1,Microsource,1504835,Pharmakon 1600,57808-65-8,IC3(=C(O)C(C(=O)NC2(=C(C=C(C(C#N)C1(=CC=C(Cl)C=C1))C(=C2)Cl)C))=CC(=C3)I),663.07318,663.07318,M00969A,N012,CLOSANTEL,closantel,"anthelmintic, synthetic; R-31520"
YU227070,1,Microsource,1504414,Pharmakon 1600,42017-89-0,ClC2(=CC=C(C(=O)C1(=CC=C(OC(C(=O)O)(C)C)C=C1))C=C2),318.7513,318.7513,M00969A,N013,FENOFIBRIC ACID,TRILIPIX,"antihyperlipidemic, synthetic; ABT-335"
YU227120,1,Microsource,1504932,Pharmakon 1600,"52341-33-0, 52645-53-1",ClC(Cl)=CC1(C(C)(C)C1C(=O)OCC3(=CC(OC2(=CC=CC=C2))=CC=C3)),391.2871,391.2871,M00969A,N014,PERMETHRIN,VECTRA-3D,"ectoparasiticide, CNS stimuant, mutagen, synthetic; FMC-33297, NRDC-143, UNII-509F88P9SZ"
YU227071,1,Microsource,1300012,Pharmakon 1600,299-28-5,[Ca+2].O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.O=C([O-])C(O)C(O)C(O)C(O)C(O)CO,490.42464,490.42464,M00969A,N015,CALCIUM GLUCEPTATE,,"calcium replenisher, synthetic"
YU227121,1,Microsource,1504417,Pharmakon 1600,72956-09-3,O(C3(=C1(C(NC2(=C1C=CC=C2))=CC=C3)))CC(O)CNCCOC4(=C(OC)C=CC=C4),406.47432,406.47432,M00969A,N016,CARVEDILOL PHOSPHATE,carvedilol,DB01136
YU227072,1,Microsource,1505831,Pharmakon 1600,486460-32-6,P(=O)(O)(O)O.FC3(=C(F)C=C(CC(N)CC(=O)N2(CC1(=NN=C(N1CC2)C(F)(F)F)))C(=C3)F).O,523.32428,523.3242802,M00969A,N017,SITAGLIPTIN MONOPHOSPHATE MONOHYDRATE,JANUVIA,"DPP4 inhibitor, antidiabetic, synthetic; MK-0431"
YU227122,1,Microsource,1505905,Pharmakon 1600,182815-44-7,,0.0,0.0,M00969A,N018,POLYMER COLESEVALAM HYDROCHLORIDE (high mol wt copolymer @10mg/ml),WELCHOL,"antihyperlipidemic, cholesterol sequestrant, synthetic; GT-31-104"
YU034217,3,Microsource,1501173,Pharmakon 1600,103-84-4,O=C(NC1(=CC=CC=C1))C,135.1632,135.1632,M00969A,N019,ACETANILIDE,ANTIFEBRIN,"analgesic, antipyretic, synthetic"
YU227123,1,Microsource,1502348,Pharmakon 1600,101831-37-2,ClC1(=C(C(Cl)=CC(=C1)N2(N=CC(=O)NC2=O))C(C#N)C3(=CC=C(Cl)C=C3)),407.63722,407.63722,M00969A,N020,DICLAZURIL,diclazuril,"coccidiostat, synthetic; R-64433"
YU227073,1,Microsource,2300062,Pharmakon 1600,80-77-3,ClC2(=CC=C(C1(S(=O)(=O)CCC(N1C)=O))C=C2),273.73662,273.73662,M00969A,N021,CHLORMEZANONE,chlormezanone,DB01178
YU227124,1,Microsource,1502040,Pharmakon 1600,56796-39-5,S1(C3(N(C(C(=O)[O-])=C(C1)CSC2(=NN=NN2C))C(=O)C3(OC)NC(=O)CSCC#N)).[Na+],493.51949,493.51949,M00969A,N022,CEFMETAZOLE SODIUM,ZEFAZONE,"antibacterial, semisynthetic"
YU226955,1,Microsource,1502111,Pharmakon 1600,320-67-2,O=C1(N=C(N=CN1C2(OC(CO)C(C2O)O))N),244.20484,244.20484,M00969A,O003,AZACITIDINE,azacitidine,"antineoplastic, pyrimidine antimetabolite, synthetic; U-18496; NSC-102816"
YU227017,1,Microsource,1500473,Pharmakon 1600,"136-40-3, 94-78-0 [phenazopyridine]",Cl.N2(=C(N)C(N=NC1(=CC=CC=C1))=CC=C2N),249.69938,249.69938,M00969A,O004,PHENAZOPYRIDINE HYDROCHLORIDE,PYRIDIUM,"analgesic, synthetic; NC-150, W-1655"
YU039700,4,Microsource,1505261,Pharmakon 1600,144701-48-4,O=C(O)C6(=C(C5(=CC=C(CN4(C1(=C(C(=CC(=C1)C2(=NC=3(C=CC=CC=3(N2C))))C)N=C4CCC)))C=C5))C=CC=C6),514.61706,514.61706,M00969A,O005,TELMISARTAN,telmisartan,"antihypertensive, angiotensin II blocker, synthetic; BIBR-277 SE"
YU039441,4,Microsource,1500476,Pharmakon 1600,"156-51-4, 51-71-8 [phenelzine]",S(=O)(=O)(O)O.N(N)CCC1(=CC=CC=C1),234.27384,234.27384,M00969A,O006,PHENELZINE SULFATE,NARDIL,"antidepressant, synthetic"
YU034091,2,Microsource,1500673,Pharmakon 1600,25717-80-0,O=C(OCC)[N-]C=1(ON=[N+](C=1)N2(CCOCC2)),242.23202,242.23202,M00969A,O007,MOLSIDOMINE,CORVATON,"antianginal, synthetic; CAS-276"
YU227018,1,Microsource,1500485,Pharmakon 1600,"630-93-3, 57-41-0 [phenytoin]",[Na+].O=C3(NC(C1(=CC=CC=C1))(C2(=CC=CC=C2))C([N-]3)=O),274.24989,274.24989,M00969A,O008,PHENYTOIN SODIUM,phenytoin,"anticonvulsant, antieleptic, synthetic"
YU226956,1,Microsource,1506084,Pharmakon 1600,466-06-8,O=C6(OC=C(C5(C4(C(O)(C3(C(C2(C(=CC(OC1(OC(O)C(O)C(C1O)O))CC2)CC3)(C))CC4))CC5)(C)))C=C6),532.6225,532.6225,M00969A,O009,PROSCILLARIDIN,CARADRIN,"cardiotonic, Scilla spp; A-32686, 2936"
YU227019,1,Microsource,1500478,Pharmakon 1600,"132-20-7, 86-21-5 [pheniramine]",O=C(O)C=CC(=O)O.N1(=C(C=CC=C1)C(C2(=CC=CC=C2))CCN(C)C),356.41564,356.41564,M00969A,O010,PHENIRAMINE MALEATE,pheniramine,"antihistaminic, synthetic"
YU226957,1,Microsource,1503867,Pharmakon 1600,1403-17-4,O=C2(OC(C(C=CC=CC=CC=CC=CC=CC=CC(OC1(OC(C(O)C(C1N)O)C))CC(C(C(CC(CC(CC(CC(CC(CCCC(C2)=O)=O)O)O)O)=O)O)C(=O)O)O)C)C(CC(C(O)CC(=O)C3(=CC=C(N)C=C3))C)C),1109.30094,1109.30094,M00969A,O011,CANDICIDIN,VANOBID,"antifungal, synthetic; NSC-94219"
YU227020,1,Microsource,1501104,Pharmakon 1600,"3963-95-9, 914-00-1 [methacycline]",Cl.O=C2(C1(=C(O)C=CC=C1C(=C)C4(C2=C(O)C3(O)(C(=O)C(=C(O)C(C3C4O)N(C)C)C(=O)N)))),478.8794,478.8794,M00969A,O012,METHACYCLINE HYDROCHLORIDE,RONDOMYCIN,"antibacterial, semisynthetic"
YU226958,1,Microsource,1502553,Pharmakon 1600,5588-21-6,O=C(N)C=CC1(=CC(OC)=C(OC)C(=C1)OC),237.25184,237.25184,M00969A,O013,CINTRIAMIDE,,"antipsychotic, Alstonia lenorrmandii"
YU227021,1,Microsource,1501105,Pharmakon 1600,"58-58-2, 53-79-2 [puromycin]",Cl.Cl.O=C(NC3(C(O)C(N2(C1(=NC=NC(=C1N=C2)N(C)C)))OC3CO))C(N)CC4(=CC=C(OC)C=C4),544.43112,544.43112,M00969A,O014,PUROMYCIN DIHYDROCHLORIDE,,"antineoplastic, antiprotozoal, Streptomyces alboniger; CL-16536"
YU226959,1,Microsource,330068,Pharmakon 1600,121-21-1,O=C1(C(=CC(C1)OC(=O)C2(C(C)(C)C2C=C(C)C))CC=CC=C),314.41864,314.41864,M00969A,O015,PYRETHRINS,DRIONE,"insecticide, Na channel toxin, Chrysanthemum cinerariaefolium [R = COOMe and R = Me]"
YU227022,1,Microsource,1501115,Pharmakon 1600,"23277-43-2, 20594-83-6 [nalbuphine]",Cl.O2(C1(=C(O)C=CC6(=C1C35(C2C(O)CCC3(O)C(N(CC4(CCC4))CC5)C6)))),393.90406,393.90406,M00969A,O016,NALBUPHINE HYDROCHLORIDE,NUBAIN,"analgesic, narcotic antagonist, synthetic; EN-2234A"
YU226960,1,Microsource,1503425,Pharmakon 1600,138729-47-2,ClC4(=CN=C(N1(C(=O)C=3(N=CC=NC=3(C1OC(=O)N2(CCN(C)CC2)))))C=C4),388.80822,388.80822,M00969A,O017,ESZOPICLONE,eszopiclone,DB00402
YU227023,1,Microsource,1502310,Pharmakon 1600,96036-03-2,S(C1(=C(N2(C(=O)C(C2(C1C))C(O)C))C(=O)O))C3(CNC(C3)C(=O)N(C)C),383.46362,383.46362,M00969A,O018,MEROPENEM,MERREM,"antibacterial, semisynthetic; ICI-194660; SM-7338"
YU225098,2,Microsource,1500685,Pharmakon 1600,5786-21-0,ClC3(=CC=2(N=C(N1(CCN(C)CC1))C=4(C=CC=CC=4(NC=2C=C3)))),326.82312,326.82312,M00969A,O019,CLOZAPINE,CLOZARIL,"antipsychotic, synthetic; HF-1854"
YU227024,1,Microsource,1501120,Pharmakon 1600,"25953-17-7, 25905-77-5 [minaprine]",Cl.Cl.O3(CCN(CCNC2(=NN=C(C1(=CC=CC=C1))C=C2C))CC3),371.30422,371.30422,M00969A,O020,MINAPRINE HYDROCHLORIDE,minaprine,"antidepressant, psychotropic, synthetic; CB-30038"
YU221228,3,Microsource,1300040,Pharmakon 1600,1716-12-7,[Na+].O=C([O-])CCCC1(=CC=CC=C1),186.18291,186.18291,M00969A,O021,SODIUM PHENYLBUTYRATE,BUPHENYL,"antihyperammonemic,antineoplastic, synthetic"
YU034513,3,Microsource,1503927,Pharmakon 1600,75706-12-6,FC(F)(F)C2(=CC=C(NC(=O)C1(=C(ON=C1)C))C=C2),270.2073496,270.20735,M00969A,O022,LEFLUNOMIDE,leflunomide,"antineoplastic, PDGF receptor blocker, immunomodulator, synthetic; SU-101; HWA-486"
YU227074,1,Microsource,1900005,Pharmakon 1600,"71-73-8, 76-75-5 [thiopental]",[S-]C1(=NC(=O)C(C(CCC)C)(CC)C(N1)=O).[Na+],264.32073,264.32073,M00969A,P003,THIOPENTAL SODIUM,PENTOTHAL,"anesthetic, synthetic"
YU227125,1,Microsource,1502316,Pharmakon 1600,16915-70-1,O=[N+]([O-])C2(=C(O)C(C(=O)NN=CC=1(OC([N+](=O)[O-])=CC=1))=CC(=C2)[N+](=O)[O-]),365.21228,365.21228,M00969A,P004,NIFURSOL,,"antiprotozoal, synthetic"
YU227075,1,Microsource,1500839,Pharmakon 1600,485-71-2,OC(C=1(C=2(C(N=CC=1)=CC=CC=2)))C3(N4(CC(C=C)C(C3)CC4)),294.39086,294.39086,M00969A,P005,CINCHONIDINE,,"antimalarial, Cinchona spp"
YU227126,1,Microsource,330071,Pharmakon 1600,58-89-9,ClC1(C(Cl)C(Cl)C(Cl)C(C1Cl)Cl),290.82804,290.82804,M00969A,P006,LINDANE,SCABENE,"pediculicide, insecticide, synthetic; gamma-BHC"
YU227075,2,Microsource,1500841,Pharmakon 1600,118-10-5,OC(C=1(C=2(C(N=CC=1)=CC=CC=2)))C3(N4(CC(C=C)C(C3)CC4)),294.39086,294.39086,M00969A,P007,CINCHONINE,,"antimalarial, Cinchona spp"
YU227127,1,Microsource,1301001,Pharmakon 1600,56-84-8,O=C(O)C(N)CC(=O)O,133.10272,133.10272,M00969A,P008,ASPARTIC ACID (L),aspartic acid,DB00128
YU227076,1,Microsource,1503868,Pharmakon 1600,121-59-5,[As](=O)(O)(O)C1(=CC=C(NC(=O)N)C=C1),260.07904,260.07904,M00969A,P009,CARBARSONE,carbarsone,"antiamebic, antiprotozoal, synthetic"
YU227128,1,Microsource,1503840,Pharmakon 1600,140678-14-4,[Mn]2(OC1(=C(C=C(COP(=O)(O)[O-])N=C1C)CN(CCN(CC3(=C(O2)C(=NC(=C3)COP(=O)(O)[O-])C))CC(=O)[O-])CC(=O)O)).[Na+].[Na+].[Na+],757.32322,757.323221,M00969A,P010,MANGAFODIPIR TRISODIUM,TESLASCAN,"paramagnetic agent, synthetic; WIN-59010"
YU227077,1,Microsource,1503212,Pharmakon 1600,"49745-95-1, 34368-04-2 [dobutamine]",Cl.OC1(=C(O)C=CC(=C1)CCNCC(CC2(=CC(O)=CC=C2))C),337.8408,337.8408,M00969A,P011,DOBUTAMINE HYDROCHLORIDE,DOBUTREX,"cardiotonic, synthetic; 46236"
YU227129,1,Microsource,1502106,Pharmakon 1600,41575-94-4,[Pt]2(OC(=O)C1(CCC1)(C(O2)=O)).N.N,371.24856,371.24856,M00969A,P012,CARBOPLATIN,PARAPLATIN,"antineoplastic, convulsant, PARAPLATIN"
YU227078,1,Microsource,330018,Pharmakon 1600,62-73-7,ClC(Cl)=COP(=O)(OC)OC,220.975141,220.975141,M00969A,P013,DICHLORVOS,dichlorvos,"insecticide, cholinesterase inhibitor, synthetic"
YU227130,1,Microsource,1506170,Pharmakon 1600,2272-11-09 00:00:00,O=C([O-])CCCCCCCC=CCCCCCCCC.OCC[NH3+],343.54448,343.54448,M00969A,P014,ETHANOLAMINE OLEATE,ETHAMOLIN,"sclerosing agent, synthetic"
YU039628,4,Microsource,1505361,Pharmakon 1600,68693-11-8,S(=O)(C(C1(=CC=CC=C1))C2(=CC=CC=C2))CC(=O)N,273.35114,273.35114,M00969A,P015,MODAFINIL,modafinil,"analeptic, synthetic; CRL-40476, CEP-1538"
YU040061,3,Microsource,1506171,Pharmakon 1600,92-94-2,S1(C3(=C(NC2(=C1C=CC=C2))C=CC=C3)),199.2726,199.2726,M00969A,P016,PHENOTHIAZINE,phenothiazine,"anthelmintic, synthetic"
YU227079,1,Microsource,1900002,Pharmakon 1600,"337-47-3, 77-27-0 [thiamylal]",[S-]C1(=NC(=O)C(C(CCC)C)(CC=C)C(N1)=O).[Na+],276.33143,276.33143,M00969A,P017,THIAMYLAL SODIUM,SURITAL,"anesthetic, synthetic"
YU034425,2,Microsource,1503304,Pharmakon 1600,51-79-6,O=C(OCC)N,89.09322,89.09322,M00969A,P018,URETHANE,urethane,"antineoplastic, cytotoxic, synthetic; NSC-746"
YU039615,3,Microsource,1505200,Pharmakon 1600,86541-74-4,Cl.O=C2(N(C1(=C(C=CC=C1)CCC2NC(C(=O)OCC)CCC3(=CC=CC=C3)))CC(=O)O),460.95024,460.95024,M00969A,P019,BENAZEPRIL HYDROCHLORIDE,LOTENSIN,"ACE inhibitor, antihypertensive, synthetic"
YU221557,2,Microsource,212037,Pharmakon 1600,150-76-5,O(C1(=CC=C(O)C=C1))C,124.13722,124.13722,M00969A,P020,MEQUINOL,mequinol,"skin depigmentor, synthetic; BMS-181158"
YU227080,1,Microsource,300607,Pharmakon 1600,153-18-4,O=C3(C(OC1(OC(C(O)C(C1O)O)COC2(OC(C(O)C(C2O)O)C)))=C(OC4(=C3C(O)=CC(=C4)O))C5(=CC(O)=C(O)C=C5)),610.5175,610.5175,M00969A,P021,RUTIN,rutoside,"vascular protectant, Ruta graveolens, widespread in plants"
YU227131,1,Microsource,1503234,Pharmakon 1600,57-57-8,O=C1(OCC1),72.06266,72.06266,M00969A,P022,PROPIOLACTONE,propiolactone,"antiinfective, synthetic; NSC-21626"
YU223579,2,Microsource,1503637,Pharmakon 1600,20229-30-5,S3(C1(=C(C=C(SC)C=C1)C(N2(CCN(C)CC2))CC4(=C3C=CC=C4))).O=C(O)C=CC(=O)O,472.6222,472.6222,M00970A,A003,METITEPINE MALEATE,,"5HT1&2 receptor antagonist, synthetic"
YU227192,1,Microsource,1500618,Pharmakon 1600,8018-07-03 00:00:00,[Cl-].[N+]=1(C=3(C(C=C2(C=1C=C(N)C=C2))=CC=C(C=3)N))(C),259.73388,259.73388,M00970A,A004,ACRIFLAVINIUM HYDROCHLORIDE,PANFLAVIN,"antiinfective, intercalating agent, synthetic"
YU227132,1,Microsource,1503921,Pharmakon 1600,2098-66-0,ClC=2(C1(=CC(=O)C5(C(C1(C3(CCC4(C(C3(C=2))CCC4(O)C(=O)C)(C)))C)C5))),374.90068,374.90068,M00970A,A005,CYPROTERONE,,"antiandrogen, synthetic; SH-881"
YU227193,1,Microsource,1503894,Pharmakon 1600,128-20-1,O=C(C4(C3(C(C2(C(C1(C(CC(O)CC1)CC2)(C))CC3))CC4)(C)))C,318.49346,318.49346,M00970A,A006,ELTANOLONE,,"anesthetic, semisynthetic"
YU141012,2,Microsource,1504523,Pharmakon 1600,19368-18-4,O=C(O)C2(=C(C(=O)NC1(=C(C=CC=C1C)C))C=CC=C2),269.29524,269.29524,M00970A,A007,FTAXILIDE,ftaxilide,"antiulcer, synthetic; MP-12"
YU034321,2,Microsource,1502248,Pharmakon 1600,70-18-8,SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,307.3246,307.3246,M00970A,A008,GLUTATHIONE,,"antioxidant, plant and animal tissue"
YU034531,2,Microsource,1503032,Pharmakon 1600,486-79-3,O=C(O)C1(=C(OC(=O)C)C(OC(=O)C)=CC=C1),238.1935,238.1935,M00970A,A009,DIPYROCETYL,dipyrocetyl,"antirheumatic, analgesic, synthetic"
YU227194,1,Microsource,1502213,Pharmakon 1600,"156706-47-7, 17035-90-4(base)",Cl.O=C(O)C(N)CCCNC(=NC)N,224.68834,224.68834,M00970A,A010,TILARGININE HYDROCHLORIDE,TARGININE,"NO synthase inhibitor, broad-bean seeds and brain tissue; 546-C-88, ANO-1020"
YU227133,1,Microsource,1504187,Pharmakon 1600,80880-90-6,Cl.S2(C(=C3(N(C1(=C(C=CC=C1)NC(C3(=C2))=O))C(=O)CN4(CCN(C)CC4)))C),406.93038,406.93038,M00970A,A011,TELENZEPINE HYDROCHLORIDE,,"antiulcer, M1 muscarinic antagonist, synthetic"
YU227195,1,Microsource,1502412,Pharmakon 1600,556-08-1,O=C(O)C1(=CC=C(NC(=O)C)C=C1),179.1727,179.1727,M00970A,A012,ACEDOBEN,acedoben,DB04500
YU227134,1,Microsource,1503114,Pharmakon 1600,34493-98-6,S(=O)(=O)(O)O.O3(C(OC2(C(O)C(OC1(OC(CCC1N)CN))C(N)CC2N))C(O)C(N)C(C3CO)O),549.59476,549.59476,M00970A,A013,DIBEKACIN,,"antibacterial, semisynthetic"
YU220957,3,Microsource,1502285,Pharmakon 1600,71675-85-9,S(=O)(=O)(C1(=C(N)C=C(OC)C(=C1)C(=O)NCC2(N(CCC2)CC)))CC,369.4801,369.4801,M00970A,A014,AMISULPRIDE,amisulpride,"antipsychotic, synthetic"
YU227135,1,Microsource,1503920,Pharmakon 1600,3703-76-2,ClC3(=CC=C(C(OCCN1(CCCCC1))C2(=CC=CC=C2))C=C3).Cl,366.32404,366.32404,M00970A,A015,CLOPERASTINE HYDROCHLORIDE,cloperastine,"antitussive, synthetic; HT-11"
YU227196,1,Microsource,1301022,Pharmakon 1600,110-17-8,O=C(O)C=CC(=O)O,116.07216,116.07216,M00970A,A016,FUMARIC ACID,,"acidifyer, widespread in nature"
YU034550,2,Microsource,1500641,Pharmakon 1600,100-33-4,S(=O)(=O)(O)CCO.S(=O)(=O)(O)CCO.O(C1(=CC=C(C(=N)N)C=C1))CCCCCOC2(=CC=C(C(=N)N)C=C2),592.6849,592.6849,M00970A,A017,PENTAMIDINE ISETHIONATE,pentamidine,"antiprotozoal, inhibits nucleic acid & protein synthesis, synthetic; MB-800, RP-2512"
YU225165,2,Microsource,1502303,Pharmakon 1600,101477-55-8,FC4(=CC=C(C(N2(CCN(CC1(=C(OC)C(OC)=C(OC)C=C1))CC2))C3(=CC=C(F)C=C3))C=C4),468.5355864,468.5355864,M00970A,A018,LOMERIZINE HYDROCHLORIDE,lomerizine,"antimigraine, cerebral vasodilator, Ca channel blocker, synthetic; KB-2796"
YU227136,1,Microsource,310006,Pharmakon 1600,"4884-68-8, 6592-85-4 [hydrastinine]",Cl.O3(C1(=C(C=C2(CCN(C(C2(=C1))O)C))OC3)),243.6865,243.6865,M00970A,A019,HYDRASTININE HYDROCHLORIDE,,"cardiotonic, uterine hemostatic, derivative of hydrastine (01501009)"
YU227197,1,Microsource,1502311,Pharmakon 1600,119637-67-1,S1(C(N(C(=O)CC(=O)OCC)CC1)COC2(=C(OC)C=CC=C2)),339.40768,339.40768,M00970A,A020,MOGUISTEINE,moguisteine,"antitussive, non-narcotic, synthetic"
YU227137,1,Microsource,1501114,Pharmakon 1600,314-03-4,S2(C4(=C(C(=C1(CCN(C)CC1))C3(=C2C=CC=C3))C=CC=C4)).O=C(O)C=CC(=O)O,409.49906,409.49906,M00970A,A021,PIMETHIXENE MALEATE,pimethixene,"H1 antihistamine, synthetic; BP-400"
YU227198,1,Microsource,1502319,Pharmakon 1600,163680-77-1; 127045-41-4,S(=O)(=O)(O)C.FC2(=C(C=1(OCC(C)N3(C=1C(=C2)C(=O)C(C(=O)O)=C3)))C4(N)(CC4)),414.40644,414.4064432,M00970A,A022,PAZUFLOXACIN MESYLATE,PAZUCROSS,"antibacterial, symthetic; T-3761"
YU227244,1,Microsource,330058,Pharmakon 1600,2921-88-2,ClC1(=NC(OP(=S)(OCC)OCC)=C(Cl)C=C1Cl),350.58644,350.586441,M00970A,B003,CHLORPYRIFOS,DURSBAN,"insecticide, synthetic; Dowco-179, ENT-27311"
YU225183,2,Microsource,1502375,Pharmakon 1600,89796-99-6,ClC2(=C(NC1(=C(C=CC=C1)CC(=O)OCC(=O)O))C(Cl)=CC=C2),354.18416,354.18416,M00970A,B004,ACECLOFENAC,aceclofenac,"antiinflammatory, analgesic, synthetic; PR-82/3"
YU227245,1,Microsource,1502003,Pharmakon 1600,2438-72-4,O=C(NO)CC1(=CC=C(OCCCC)C=C1),223.26832,223.26832,M00970A,B005,BUFEXAMAC,bufexamac,"antiinflammatory, analgesic, antipyretic, synthetic; CP-1044-J3"
YU227280,1,Microsource,1500656,Pharmakon 1600,4360-17-7,OC4(N2(C5(C1(N(C=6(C=CC=CC=6(C13(CC2C(C3(O))C(C4CC)C5))))C)))),326.43272,326.43272,M00970A,B006,AJMALINE,,"antiarrhythmic (Class Ia): inhibits glucose uptake by mitochondria, & PAF blocker, Rauwolfia spp., Melodinus balansae, Tonduzia longifolia"
YU034534,2,Microsource,1600716,Pharmakon 1600,128-37-0,OC1(=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C),220.35046,220.35046,M00970A,B007,BUTYLATED HYDROXYTOLUENE,BHT,"antioxidant, synthetic; 2,6-DI-t-BUTYL-4-METHYLPHENOL"
YU227281,1,Microsource,1505460,Pharmakon 1600,1501-84-4,Cl.NC(C12(CC3(CC(C1)CC(C2)C3)))C,215.76252,215.76252,M00970A,B008,RIMANTADINE HYDROCHLORIDE,FLUMADINE,"antiviral, synthetic; EXP-126"
YU034150,2,Microsource,1500996,Pharmakon 1600,3820-67-5,ClC2(=CC1(=NC=CC(=C1C=C2)NC3(=C(C(=O)OCC(O)CO)C=CC=C3))),372.80206,372.80206,M00970A,B009,GLAFENINE,glafenine,"analgesic, synthetic; R-1707"
YU227282,1,Microsource,1504027,Pharmakon 1600,485-35-8,O=C1(N2(C(=CC=C1)C3(CNCC(C2)C3))),190.24174,190.24174,M00970A,B010,CYTISINE,CYTITON,"antiinflammatory, respiratory stimulant, Thermopsis lanceolata"
YU034197,2,Microsource,1501143,Pharmakon 1600,526-08-9,S(=O)(=O)(NC=1(N(N=CC=1)C2(=CC=CC=C2)))C3(=CC=C(N)C=C3),314.36342,314.36342,M00970A,B011,SULFAPHENAZOLE,sulfaphenazole,"antibacterial, synthetic"
YU227283,1,Microsource,1505334,Pharmakon 1600,5610-40-2,O=C3(OC24(C1(N(CCCC1)C(C2)C=CC4(=C3)))),217.26374,217.26374,M00970A,B012,SECURININE,securinine,"GABAA receptor blocker, CNS stimulant, Securinega spp and Phyllanthus discoides"
YU034211,2,Microsource,1501157,Pharmakon 1600,27470-51-5,O=C2(N(N(C1(=CC=CC=C1))C(C2(COC(=O)CCC(=O)O)CCCC)=O)C3(=CC=CC=C3)),438.47312,438.47312,M00970A,B013,SUXIBUZONE,suxibuzone,"analgesic, antipyretic, antiinflammatory, synthetic"
YU227284,1,Microsource,1505355,Pharmakon 1600,103055-07-8,ClC1(=C(OC(F)(F)C(F)C(F)(F)F)C=C(Cl)C(=C1)NC(=O)NC(=O)C2(=C(F)C=CC=C2F)),511.1497256,511.1497256,M00970A,B014,LUFENURON,lufenuron,"molt inhibitor, chitin synthesis inhibitor; insecticide, synthetic; CGA-184699"
YU034232,3,Microsource,1501198,Pharmakon 1600,13710-19-5,ClC2(=C(C(NC1(=C(C(=O)O)C=CC=C1))=CC=C2)C),261.70332,261.70332,M00970A,B015,TOLFENAMIC ACID,tolfenamic acid,"antiinflammatory, analgesia, synthetic"
YU227285,1,Microsource,330012,Pharmakon 1600,56-72-4,ClC=1(C(=O)OC=2(C=C(OP(=S)(OCC)OCC)C=CC=2(C=1C))),362.766301,362.766301,M00970A,B016,COUMOPHOS,coumafos,"insecticide, cholinesterase inhibitor, synthetic; Bayer-21199"
YU034337,2,Microsource,1503043,Pharmakon 1600,362-74-3,P4(=O)(OC3(C(OC(=O)CCC)C(N2(C1(=NC=NC(=C1N=C2)NC(=O)CCC)))OC3CO4))(O),469.38582,469.38582,M00970A,B017,BUCLADESINE,ACTOSIN,"vasodilator, synthetic"
YU227286,1,Microsource,1504030,Pharmakon 1600,6805-41-0,O=C(OC6(C(CC7(C5(=CCC8(C4(C(C(C(OC2(OC(C(=O)O)C(OC1(OC(C(O)C(C1O)O)CO))C(C2OC3(OC(C(O)C(C3O)O)CO))O))CC4)(CO)C)CCC8(C5(C)CC(C7(C6OC(=O)C)(CO))O)(C))(C)))))(C)C))C(=CC)C,1131.25694,1131.25694,M00970A,B018,beta-ESCIN,,"membrane permeabilizer, Aesculus hippocastanum"
YU034433,2,Microsource,1503391,Pharmakon 1600,673-06-3,O=C(O)C(N)CC1(=CC=CC=C1),165.18918,165.18918,M00970A,B019,D-PHENYLALANINE,,"antidepressant, synthetic"
YU034057,3,Microsource,1500616,Pharmakon 1600,97-44-9,[As](=O)(O)(O)C1(=CC(NC(=O)C)=C(O)C=C1),275.09034,275.09034,M00970A,B020,ACETARSOL,acetarsol,"antiprotozoal; diethylamine salt as antiphilitic, synthetic"
YU224334,3,Microsource,1503051,Pharmakon 1600,127-47-9,O=C(OCC=C(C=CC=C(C=CC1(=C(CCCC1(C)C)C))C)C)C,328.48828,328.48828,M00970A,B021,RETINYL ACETATE,,"vitamin precursor, semisynthetic"
